General.Time (millis),MAX17048.Voltage (V),MAX17048.State Of Charge (%),MAX17048.Change Rate (%/hr),ISM330.Accel X (milli-g),ISM330.Accel Y (milli-g),ISM330.Accel Z (milli-g),ISM330.Gyro X (milli-dps),ISM330.Gyro Y (milli-dps),ISM330.Gyro Z (milli-dps),ISM330.Temperature (C),MMC5983.X Field (Gauss),MMC5983.Y Field (Gauss),MMC5983.Z Field (Gauss),MMC5983.Temperature (C)
113334,4.294,113.953,-2.288,15.616,-28.426,1015.284,647.500,-385.000,-332.500,24.672,-0.05206,0.34277,0.38495,28
113358,4.294,113.953,-2.288,15.616,-28.182,1015.284,1312.500,-105.000,-175.000,24.660,-0.05261,0.34253,0.38507,28
113387,4.294,113.953,-2.288,15.494,-27.938,1015.040,822.500,-52.500,-227.500,24.660,-0.05212,0.34283,0.38501,28
113411,4.294,113.953,-2.288,15.616,-27.938,1015.284,1365.000,-367.500,-297.500,24.672,-0.05231,0.34259,0.38586,28
113446,4.294,113.953,-2.288,15.494,-27.816,1015.284,1610.000,-297.500,-367.500,24.691,-0.05212,0.34235,0.38562,28
113470,4.294,113.953,-2.288,15.494,-27.572,1015.528,1750.000,-577.500,52.500,24.648,-0.05194,0.34210,0.38544,28
113499,4.293,113.953,-2.288,15.128,-27.328,1015.162,1207.500,-297.500,-315.000,24.660,-0.05243,0.34155,0.38550,28
113523,4.293,113.953,-2.288,15.128,-26.840,1015.040,280.000,-577.500,-332.500,24.598,-0.05200,0.34229,0.38550,28
113559,4.293,113.953,-2.288,14.884,-26.352,1015.040,840.000,-315.000,-245.000,24.629,-0.05145,0.34167,0.38580,28
113583,4.293,113.953,-2.288,14.884,-26.108,1015.040,1137.500,-35.000,-122.500,24.691,-0.05212,0.34143,0.38593,28
113612,4.293,113.953,-2.288,14.884,-25.864,1015.040,210.000,-280.000,-140.000,24.629,-0.05176,0.34204,0.38507,28
113636,4.293,113.953,-2.288,14.884,-25.864,1015.162,280.000,-350.000,-157.500,24.668,-0.05176,0.34186,0.38641,28
113665,4.293,113.953,-2.288,14.884,-25.498,1015.162,927.500,-752.500,-227.500,24.668,-0.05157,0.34125,0.38586,28
113689,4.293,113.953,-2.288,14.884,-25.376,1015.650,1785.000,-490.000,-210.000,24.684,-0.05157,0.34155,0.38611,28
113723,4.293,113.953,-2.288,14.518,-24.888,1015.528,2345.000,-367.500,-87.500,24.684,-0.05145,0.34100,0.38556,28
113747,4.294,113.953,-2.288,14.396,-24.400,1015.040,980.000,17.500,-245.000,24.609,-0.05170,0.34076,0.38641,28
113776,4.294,113.953,-2.288,14.396,-24.156,1015.284,1820.000,262.500,87.500,24.621,-0.05133,0.34064,0.38586,28
113800,4.294,113.953,-2.288,14.518,-23.790,1015.284,1820.000,-280.000,-70.000,24.637,-0.05145,0.34045,0.38666,28
113834,4.294,113.953,-2.288,14.396,-23.180,1015.162,1470.000,-472.500,122.500,24.590,-0.05066,0.34033,0.38678,28
113858,4.294,113.953,-2.288,14.030,-22.570,1014.796,822.500,-560.000,-17.500,24.590,-0.05157,0.34070,0.38678,28
113887,4.294,113.953,-2.288,14.030,-22.326,1014.796,577.500,-262.500,-332.500,24.672,-0.05145,0.34021,0.38593,28
113911,4.294,113.953,-2.288,13.908,-21.716,1014.918,1417.500,105.000,-297.500,24.680,-0.05121,0.34003,0.38715,28
113946,4.294,113.953,-2.288,13.786,-21.472,1014.796,1365.000,315.000,-210.000,24.687,-0.05121,0.34009,0.38647,28
113970,4.294,113.953,-2.288,13.908,-21.228,1015.040,1347.500,-577.500,-437.500,24.633,-0.05139,0.34003,0.38727,28
113999,4.291,113.953,-2.288,13.786,-20.618,1014.796,0.000,-1225.000,-542.500,24.664,-0.05109,0.33978,0.38617,28
114023,4.291,113.953,-2.288,13.176,-20.130,1014.308,-717.500,-525.000,-682.500,24.684,-0.05103,0.34033,0.38666,28
114059,4.291,113.953,-2.288,12.932,-19.886,1014.430,525.000,595.000,-385.000,24.672,-0.05060,0.33997,0.38666,28
114083,4.291,113.953,-2.288,13.054,-19.764,1014.674,507.500,262.500,-332.500,24.668,-0.05096,0.34009,0.38690,28
114112,4.291,113.953,-2.288,13.176,-19.764,1015.040,1417.500,-525.000,-262.500,24.652,-0.05090,0.33948,0.38538,28
114136,4.291,113.953,-2.288,13.054,-19.520,1015.040,1610.000,-525.000,-245.000,24.637,-0.05084,0.33936,0.38623,28
114165,4.291,113.953,-2.288,13.054,-19.276,1014.552,1015.000,-752.500,-822.500,24.660,-0.05103,0.33990,0.38617,28
114189,4.291,113.953,-2.288,12.932,-19.032,1014.552,472.500,-910.000,-577.500,24.648,-0.05133,0.33954,0.38660,28
114224,4.291,113.953,-2.288,13.054,-18.422,1014.186,-1102.500,-857.500,-682.500,24.723,-0.05109,0.33966,0.38599,28
114248,4.293,113.953,-2.288,12.932,-18.300,1014.308,-962.500,-700.000,-647.500,24.668,-0.05133,0.34015,0.38660,28
114277,4.293,113.953,-2.288,12.932,-18.422,1014.552,-87.500,-402.500,-472.500,24.652,-0.05109,0.33960,0.38538,28
114301,4.293,113.953,-2.288,12.932,-18.544,1014.674,980.000,-490.000,-332.500,24.695,-0.05054,0.33936,0.38623,28
114336,4.293,113.953,-2.288,12.932,-18.544,1014.674,787.500,-350.000,-262.500,24.703,-0.05090,0.33923,0.38562,28
114360,4.293,113.953,-2.288,12.810,-18.544,1014.674,752.500,-367.500,-245.000,24.687,-0.05072,0.33923,0.38635,28
114389,4.293,113.953,-2.288,13.054,-18.544,1014.674,157.500,-892.500,-577.500,24.633,-0.05084,0.33936,0.38550,28
114413,4.293,113.953,-2.288,13.054,-18.422,1014.796,105.000,-962.500,-577.500,24.691,-0.05072,0.33929,0.38629,28
114448,4.293,113.953,-2.288,12.932,-18.300,1014.430,-297.500,-560.000,-507.500,24.680,-0.05084,0.33917,0.38586,28
114472,4.293,113.953,-2.288,12.932,-18.544,1014.918,647.500,-297.500,-402.500,24.656,-0.05029,0.33917,0.38617,28
114501,4.293,113.953,-2.288,13.176,-18.300,1014.796,-262.500,-682.500,-542.500,24.652,-0.05060,0.33917,0.38586,28
114525,4.293,113.953,-2.288,13.176,-18.300,1014.674,-682.500,-542.500,-612.500,24.684,-0.05042,0.33966,0.38617,28
114559,4.293,113.953,-2.288,13.176,-18.544,1014.796,140.000,-560.000,-420.000,24.668,-0.05090,0.33954,0.38574,28
114583,4.293,113.953,-2.288,13.054,-18.788,1014.674,122.500,-262.500,-367.500,24.691,-0.05096,0.33978,0.38617,28
114612,4.293,113.953,-2.288,13.176,-19.032,1014.796,717.500,-472.500,-315.000,24.656,-0.05090,0.33954,0.38544,28
114636,4.293,113.953,-2.288,13.176,-18.910,1014.552,367.500,-402.500,-332.500,24.684,-0.05103,0.33966,0.38641,28
114665,4.293,113.953,-2.288,13.176,-19.032,1014.552,297.500,-507.500,-402.500,24.695,-0.05090,0.33966,0.38660,28
114689,4.293,113.953,-2.288,13.054,-19.032,1014.674,385.000,-175.000,-315.000,24.719,-0.05109,0.33966,0.38617,28
114723,4.293,113.953,-2.288,13.176,-18.910,1014.552,-385.000,-402.500,-332.500,24.703,-0.05096,0.33997,0.38605,28
114747,4.293,113.953,-2.288,13.176,-19.032,1014.796,-105.000,-892.500,-490.000,24.680,-0.05078,0.34003,0.38629,28
114776,4.293,113.953,-2.288,13.176,-19.276,1014.918,280.000,-717.500,-437.500,24.691,-0.05078,0.34003,0.38501,28
114800,4.293,113.953,-2.288,13.176,-19.398,1014.918,437.500,-770.000,-367.500,24.680,-0.05084,0.33972,0.38580,28
114834,4.293,113.953,-2.288,13.420,-19.642,1015.040,122.500,-1260.000,-560.000,24.699,-0.05078,0.33972,0.38507,28
114858,4.293,113.953,-2.288,13.298,-19.764,1014.796,70.000,-945.000,-507.500,24.668,-0.05127,0.33960,0.38647,28
114887,4.293,113.953,-2.288,13.298,-19.520,1014.918,280.000,-787.500,-315.000,24.695,-0.05133,0.34045,0.38550,28
114911,4.293,113.953,-2.288,13.542,-19.520,1015.162,1120.000,-1032.500,-262.500,24.687,-0.05103,0.33997,0.38690,28
114946,4.293,113.953,-2.288,13.176,-19.642,1015.162,2415.000,350.000,262.500,24.711,-0.05084,0.33948,0.38562,28
114970,4.293,113.953,-2.288,13.298,-19.398,1015.162,2397.500,175.000,437.500,24.648,-0.05170,0.33911,0.38666,28
114999,4.291,113.953,-2.288,13.542,-19.032,1014.918,1260.000,-420.000,-17.500,24.707,-0.05115,0.33893,0.38611,28
115023,4.291,113.953,-2.288,13.542,-18.788,1014.918,595.000,-647.500,192.500,24.730,-0.05096,0.33917,0.38641,28
115059,4.291,113.953,-2.288,13.664,-18.056,1014.918,245.000,-927.500,35.000,24.703,-0.05078,0.33881,0.38641,28
115083,4.291,113.953,-2.288,13.664,-17.812,1014.918,157.500,-1155.000,-245.000,24.711,-0.05109,0.33893,0.38672,28
115112,4.291,113.953,-2.288,13.664,-17.690,1014.796,-332.500,-962.500,-175.000,24.727,-0.05127,0.33929,0.38556,28
115136,4.291,113.953,-2.288,13.298,-17.324,1014.674,-630.000,-420.000,210.000,24.695,-0.05090,0.33917,0.38696,28
115165,4.291,113.953,-2.288,13.420,-17.568,1014.552,-140.000,157.500,560.000,24.711,-0.05096,0.33960,0.38623,28
115189,4.291,113.953,-2.288,14.030,-17.934,1014.674,-262.500,-315.000,-105.000,24.703,-0.05090,0.33936,0.38647,28
115224,4.291,113.953,-2.288,14.152,-18.300,1015.040,542.500,-157.500,-280.000,24.695,-0.05096,0.33972,0.38605,28
115248,4.294,113.953,-2.288,14.152,-18.422,1015.040,997.500,-157.500,-297.500,24.719,-0.05072,0.33954,0.38684,28
115277,4.294,113.953,-2.288,14.152,-18.300,1014.918,-35.000,-367.500,-472.500,24.711,-0.05048,0.33942,0.38544,28
115301,4.294,113.953,-2.288,14.152,-18.300,1015.040,280.000,-52.500,-280.000,24.711,-0.05084,0.33960,0.38635,28
115336,4.294,113.953,-2.288,14.152,-18.178,1015.040,-367.500,-577.500,-472.500,24.734,-0.05084,0.33978,0.38641,28
115360,4.294,113.953,-2.288,13.908,-18.544,1015.040,-350.000,-245.000,-595.000,24.703,-0.05103,0.33972,0.38647,28
115389,4.294,113.953,-2.288,13.786,-18.910,1015.284,1260.000,-157.500,-332.500,24.719,-0.05066,0.33948,0.38635,28
115413,4.294,113.953,-2.288,13.786,-18.788,1015.406,1050.000,-402.500,-262.500,24.687,-0.05054,0.33917,0.38715,28
115448,4.294,113.953,-2.288,13.786,-18.544,1015.162,472.500,-735.000,-227.500,24.719,-0.05042,0.33984,0.38647,28
115472,4.294,113.953,-2.288,13.664,-18.544,1015.162,542.500,-735.000,-455.000,24.719,-0.05103,0.33942,0.38672,28
115501,4.293,113.953,-2.288,13.542,-18.300,1015.040,542.500,-455.000,-367.500,24.703,-0.05072,0.33960,0.38647,28
115525,4.293,113.953,-2.288,13.420,-18.422,1014.918,577.500,-332.500,-315.000,24.734,-0.05127,0.33942,0.38739,28
115559,4.293,113.953,-2.288,13.420,-18.300,1014.918,595.000,-630.000,-210.000,24.656,-0.05139,0.33960,0.38666,28
115583,4.293,113.953,-2.288,13.298,-18.178,1015.040,612.500,-507.500,-105.000,24.699,-0.05103,0.33917,0.38727,28
115612,4.293,113.953,-2.288,13.420,-18.178,1015.284,1645.000,-455.000,175.000,24.703,-0.05103,0.33911,0.38666,28
115636,4.293,113.953,-2.288,13.298,-18.056,1015.162,1802.500,-210.000,87.500,24.711,-0.05084,0.33887,0.38776,28
115665,4.293,113.953,-2.288,13.420,-17.690,1014.796,1120.000,-332.500,17.500,24.680,-0.05060,0.33911,0.38818,28
115689,4.293,113.953,-2.288,13.420,-17.324,1014.552,262.500,-647.500,-227.500,24.719,-0.05084,0.33868,0.38782,28
115726,4.293,113.953,-2.288,13.664,-16.958,1014.796,507.500,-1067.500,-332.500,24.687,-0.05078,0.33862,0.38751,28
115750,4.294,113.953,-2.288,13.908,-16.836,1014.918,-87.500,-1925.000,-245.000,24.719,-0.05157,0.33917,0.38812,28
115779,4.294,113.953,-2.288,13.908,-16.714,1015.040,227.500,-1942.500,-227.500,24.664,-0.05157,0.33868,0.38672,28
115803,4.294,113.953,-2.288,14.030,-16.592,1014.796,227.500,-1697.500,-105.000,24.695,-0.05176,0.33905,0.38739,28
115837,4.294,113.953,-2.288,14.152,-16.592,1014.796,472.500,-682.500,-262.500,24.695,-0.05133,0.33899,0.38708,28
115861,4.294,113.953,-2.288,14.396,-16.714,1014.796,875.000,-612.500,-157.500,24.695,-0.05182,0.33899,0.38776,28
115890,4.294,113.953,-2.288,14.884,-16.592,1014.796,525.000,-1382.500,-192.500,24.695,-0.05139,0.33881,0.38696,28
115914,4.294,113.953,-2.288,15.128,-16.714,1014.796,875.000,-1190.000,-280.000,24.707,-0.05164,0.33899,0.38849,28
115950,4.294,113.953,-2.288,15.128,-16.470,1014.552,735.000,-542.500,-297.500,24.695,-0.05182,0.33856,0.38812,28
115974,4.294,113.953,-2.288,15.372,-16.348,1014.552,665.000,-385.000,-280.000,24.727,-0.05182,0.33826,0.38806,28
116003,4.293,113.953,-2.288,15.616,-16.104,1014.674,455.000,-577.500,0.000,24.719,-0.05121,0.33850,0.38721,28
116027,4.293,113.953,-2.288,15.616,-15.982,1014.796,595.000,-787.500,262.500,24.727,-0.05170,0.33820,0.38782,28
116061,4.293,113.953,-2.288,15.494,-15.616,1014.430,157.500,-140.000,507.500,24.687,-0.05170,0.33844,0.38715,28
116085,4.293,113.953,-2.288,15.860,-15.372,1014.308,-700.000,-227.500,-87.500,24.711,-0.05188,0.33850,0.38788,28
116114,4.293,113.953,-2.288,16.226,-15.738,1014.796,-175.000,-647.500,-507.500,24.711,-0.05170,0.33868,0.38727,28
116138,4.293,113.953,-2.288,16.592,-15.860,1014.918,-70.000,-1417.500,-822.500,24.711,-0.05182,0.33887,0.38806,28
116167,4.293,113.953,-2.288,16.958,-16.226,1015.284,-35.000,-2345.000,-577.500,24.727,-0.05194,0.33917,0.38654,28
116191,4.293,113.953,-2.288,16.836,-16.104,1015.162,105.000,-2047.500,-332.500,24.742,-0.05249,0.33875,0.38763,28
116225,4.293,113.953,-2.288,16.592,-16.104,1015.040,1592.500,-350.000,-70.000,24.711,-0.05243,0.33789,0.38733,28
116249,4.293,113.953,-2.288,16.592,-16.104,1015.040,2607.500,630.000,402.500,24.719,-0.05200,0.33832,0.38800,28
116278,4.293,113.953,-2.288,17.080,-15.860,1015.040,2135.000,367.500,315.000,24.727,-0.05188,0.33734,0.38770,28
116302,4.293,113.953,-2.288,17.324,-15.738,1015.040,1522.500,-717.500,-87.500,24.719,-0.05164,0.33740,0.38831,28
116336,4.293,113.953,-2.288,17.568,-15.128,1015.040,1330.000,-927.500,-87.500,24.719,-0.05188,0.33734,0.38812,28
116360,4.293,113.953,-2.288,17.446,-14.640,1014.796,1207.500,-385.000,35.000,24.703,-0.05194,0.33667,0.38861,28
116389,4.293,113.953,-2.288,17.568,-14.152,1014.552,1015.000,-70.000,210.000,24.727,-0.05139,0.33630,0.38776,28
116413,4.293,113.953,-2.288,17.324,-13.786,1015.040,2047.500,105.000,595.000,24.719,-0.05139,0.33649,0.38940,28
116447,4.293,113.953,-2.288,17.202,-12.932,1015.284,3272.500,-122.500,1102.500,24.719,-0.05096,0.33551,0.38892,28
116471,4.293,113.953,-2.288,17.324,-12.200,1015.040,1855.000,-245.000,787.500,24.695,-0.05133,0.33539,0.38934,28
116500,4.293,113.953,-2.288,17.568,-11.468,1014.552,507.500,-682.500,490.000,24.734,-0.05145,0.33606,0.38873,28
116524,4.293,113.953,-2.288,17.812,-11.224,1014.674,315.000,-857.500,-35.000,24.734,-0.05157,0.33594,0.38959,28
116558,4.293,113.953,-2.288,18.178,-11.102,1015.162,1190.000,-1837.500,-245.000,24.734,-0.05133,0.33551,0.38879,28
116582,4.293,113.953,-2.288,18.910,-11.346,1015.650,2415.000,-1277.500,-752.500,24.680,-0.05127,0.33502,0.38934,28
116611,4.293,113.953,-2.288,17.812,-10.004,1014.674,1977.500,-175.000,87.500,24.719,-0.05157,0.33472,0.38928,28
116635,4.293,113.953,-2.288,18.178,-9.760,1014.674,1662.500,-245.000,-157.500,24.750,-0.05200,0.33472,0.39026,28
116669,4.293,113.953,-2.288,18.300,-8.784,1014.796,1855.000,-455.000,455.000,24.734,-0.05176,0.33411,0.38971,28
116693,4.293,113.953,-2.288,18.544,-8.052,1015.040,1715.000,-805.000,1277.500,24.734,-0.05151,0.33398,0.39014,28
116722,4.293,113.953,-2.288,18.300,-7.198,1014.796,1435.000,-770.000,1627.500,24.711,-0.05060,0.33380,0.38977,28
116746,4.294,113.953,-2.288,13.298,-5.124,1016.748,4252.500,1435.000,6335.000,24.711,-0.05066,0.33313,0.39056,28
116775,4.294,113.953,-2.288,19.032,-6.222,1014.552,2257.500,-70.000,1190.000,24.734,-0.05078,0.33282,0.39075,28
116799,4.294,113.953,-2.288,19.398,-5.856,1014.552,1890.000,-875.000,717.500,24.711,-0.05072,0.33276,0.39111,28
116835,4.294,113.953,-2.288,19.276,-4.880,1014.552,1120.000,-857.500,315.000,24.742,-0.05029,0.33264,0.39014,28
116859,4.294,113.953,-2.288,19.032,-4.392,1014.674,1347.500,-612.500,525.000,24.742,-0.05011,0.33209,0.39075,28
116888,4.294,113.953,-2.288,19.276,-3.904,1014.308,787.500,-770.000,-105.000,24.742,-0.05060,0.33276,0.39044,28
116912,4.294,113.953,-2.288,19.642,-3.416,1014.064,87.500,-997.500,-297.500,24.719,-0.05054,0.33258,0.39050,28
116947,4.294,113.953,-2.288,19.520,-3.172,1014.308,1032.500,-525.000,-402.500,24.734,-0.05090,0.33252,0.39069,28
116971,4.294,113.953,-2.288,19.520,-2.806,1014.186,752.500,-455.000,-315.000,24.742,-0.05084,0.33240,0.39069,28
117000,4.291,113.953,-2.288,19.520,-2.562,1014.308,892.500,-332.500,-332.500,24.680,-0.05096,0.33246,0.39075,28
117024,4.291,113.953,-2.288,19.764,-2.196,1014.186,682.500,-402.500,-262.500,24.703,-0.05072,0.33221,0.39136,28
117058,4.291,113.953,-2.288,19.886,-1.586,1014.064,-192.500,-805.000,-507.500,24.719,-0.05090,0.33270,0.39032,28
117082,4.291,113.953,-2.288,19.520,-1.464,1014.308,437.500,-437.500,-157.500,24.727,-0.05090,0.33240,0.39124,28
117111,4.291,113.953,-2.288,19.520,-1.342,1014.308,822.500,-385.000,-52.500,24.734,-0.05066,0.33234,0.39008,28
117135,4.291,113.953,-2.288,19.642,-1.220,1014.064,70.000,-472.500,-350.000,24.727,-0.05109,0.33221,0.39117,28
117164,4.291,113.953,-2.288,19.642,-0.976,1013.942,-490.000,-647.500,-402.500,24.727,-0.05109,0.33270,0.39032,28
117188,4.291,113.953,-2.288,19.520,-0.976,1014.186,52.500,-595.000,-350.000,24.742,-0.05054,0.33246,0.39075,28
117222,4.291,113.953,-2.288,19.276,-0.976,1014.674,1085.000,-525.000,210.000,24.711,-0.05060,0.33270,0.39008,28
117246,4.293,113.953,-2.288,19.276,-0.976,1014.308,490.000,-122.500,157.500,24.719,-0.05060,0.33252,0.39081,28
117275,4.293,113.953,-2.288,19.642,-0.976,1014.308,350.000,-455.000,175.000,24.711,-0.05048,0.33228,0.38983,28
117299,4.293,113.953,-2.288,19.764,-1.098,1014.430,385.000,-612.500,-140.000,24.703,-0.05029,0.33282,0.39062,28
117333,4.293,113.953,-2.288,19.398,-0.976,1014.430,1120.000,262.500,560.000,24.734,-0.05035,0.33215,0.39014,28
117357,4.293,113.953,-2.288,18.910,-0.976,1013.576,-892.500,1557.500,507.500,24.742,-0.04980,0.33270,0.39050,28
117386,4.293,113.953,-2.288,17.812,-1.342,1014.918,2975.000,3850.000,1715.000,24.727,-0.04852,0.33228,0.39044,28
117410,4.293,113.953,-2.288,15.494,-0.244,1013.454,105.000,5775.000,2922.500,24.711,-0.04736,0.33209,0.39050,28
117446,4.293,113.953,-2.288,17.446,-0.732,1013.576,-1312.500,3902.500,-17.500,24.719,-0.04700,0.33270,0.38977,28
117470,4.293,113.953,-2.288,17.080,-0.732,1014.552,-105.000,1557.500,577.500,24.734,-0.04620,0.33289,0.39044,28
117499,4.293,113.953,-2.288,16.104,-0.854,1014.430,-2205.000,-1575.000,507.500,24.758,-0.04626,0.33295,0.38965,28
117523,4.293,113.953,-2.288,15.128,-0.976,1013.698,-3867.500,-525.000,-577.500,24.727,-0.04645,0.33374,0.38947,28
117557,4.293,113.953,-2.288,13.664,-1.586,1014.064,-3710.000,280.000,-367.500,24.750,-0.04602,0.33557,0.38818,28
117581,4.293,113.953,-2.288,13.054,-2.440,1014.552,-1592.500,-35.000,105.000,24.719,-0.04633,0.33575,0.38879,28
117610,4.293,113.953,-2.288,12.688,-3.904,1015.284,1085.000,-140.000,227.500,24.719,-0.04572,0.33484,0.38818,28
117634,4.293,113.953,-2.288,12.688,-4.636,1016.016,4340.000,-455.000,0.000,24.750,-0.04626,0.33484,0.38916,28
117663,4.293,113.953,-2.288,11.956,-4.392,1015.040,525.000,-1102.500,682.500,24.727,-0.04608,0.33502,0.38898,28
117687,4.293,113.953,-2.288,11.346,-4.148,1013.820,-3500.000,682.500,1837.500,24.742,-0.04535,0.33636,0.38770,28
117721,4.293,113.953,-2.288,10.980,-7.564,1012.234,-19617.500,542.500,1732.500,24.727,-0.04437,0.34119,0.38513,28
117745,4.293,113.953,-2.288,10.980,-7.076,1012.112,-17010.000,1225.000,1085.000,24.766,-0.04413,0.34436,0.38385,28
117775,4.293,113.953,-2.288,8.784,-9.760,1012.112,-15732.500,1365.000,-52.500,24.734,-0.04401,0.34607,0.38116,28
117799,4.293,113.953,-2.288,7.930,-14.640,1016.260,1225.000,595.000,-227.500,24.742,-0.04437,0.34473,0.38245,28
117833,4.293,113.953,-2.288,8.906,-20.740,1022.604,22312.500,1977.500,-5022.500,24.766,-0.04413,0.33875,0.38654,28
117857,4.293,113.953,-2.288,8.296,-27.816,1022.604,22697.500,6492.500,-11865.000,24.734,-0.04413,0.33612,0.38812,28
117886,4.293,113.953,-2.288,5.124,-30.988,1019.554,7997.500,3482.500,-6807.500,24.742,-0.04407,0.33490,0.38800,28
117910,4.293,113.953,-2.288,2.440,-30.256,1040.782,6527.500,-25130.000,6247.500,24.750,-0.05231,0.33032,0.38995,28
117944,4.293,113.953,-2.288,12.932,-35.624,1095.926,62982.500,-102987.500,39305.000,24.742,-0.07050,0.31531,0.39716,28
117968,4.293,113.953,-2.288,7.808,-33.794,1085.434,54110.000,-66272.500,15960.000,24.773,-0.07953,0.30750,0.40240,28
117997,4.294,113.953,-2.288,16.470,-24.888,1088.484,48965.000,-44467.500,1032.500,24.727,-0.08728,0.29816,0.40637,28
118021,4.294,113.953,-2.288,19.154,-17.812,1069.452,22225.000,3482.500,-6037.500,24.758,-0.08344,0.29700,0.40741,28
118055,4.294,113.953,-2.288,31.964,0.610,1069.452,-472.500,29050.000,3955.000,24.758,-0.07739,0.29736,0.40771,28
118079,4.294,113.953,-2.288,57.584,13.420,1065.304,-8960.000,15942.500,-7752.500,24.750,-0.07672,0.29932,0.40747,28
118108,4.294,113.953,-2.288,65.026,23.302,1060.180,-19425.000,-10185.000,-595.000,24.750,-0.07776,0.30200,0.40533,28
118132,4.294,113.953,-2.288,65.514,36.478,1067.744,-8330.000,-595.000,5722.500,24.793,-0.07520,0.30334,0.40564,28
118166,4.294,113.953,-2.288,71.736,49.898,1060.668,-2572.500,21455.000,3517.500,24.742,-0.07019,0.30231,0.40576,28
118190,4.294,113.953,-2.288,79.544,55.144,1048.224,9240.000,21700.000,-10570.000,24.742,-0.06677,0.30060,0.40704,28
118219,4.294,113.953,-2.288,73.200,54.046,1033.584,8872.500,10797.500,-9712.500,24.742,-0.06641,0.29932,0.40680,28
118243,4.294,113.953,-2.288,69.174,51.850,1028.582,-3570.000,-175.000,5565.000,24.758,-0.06592,0.30023,0.40686,28
118272,4.294,113.953,-2.288,61.122,56.120,1027.850,-1505.000,4882.500,9152.500,24.758,-0.06360,0.29962,0.40662,28
118296,4.294,113.953,-2.288,58.682,59.170,1020.164,1155.000,17027.500,2555.000,24.750,-0.05945,0.29895,0.40680,28
118330,4.294,113.953,-2.288,61.244,59.536,1006.988,2520.000,13317.500,4497.500,24.750,-0.05554,0.29840,0.40662,28
118354,4.294,113.953,-2.288,64.782,60.024,999.302,2030.000,17080.000,-3115.000,24.773,-0.05255,0.29718,0.40778,28
118383,4.294,113.953,-2.288,65.758,65.758,1001.132,12792.500,15487.500,2135.000,24.766,-0.04913,0.29449,0.40900,28
118407,4.294,113.953,-2.288,63.928,66.246,981.368,11970.000,13492.500,1382.500,24.766,-0.04651,0.29224,0.41034,28
118441,4.294,113.953,-2.288,55.388,70.394,959.164,8400.000,24115.000,-3640.000,24.750,-0.04126,0.29126,0.41010,28
118465,4.294,113.953,-2.288,43.432,80.276,955.504,4725.000,7017.500,3902.500,24.734,-0.04077,0.28998,0.41144,28
118494,4.293,113.953,-2.288,28.060,83.448,950.136,2170.000,-5110.000,8610.000,24.750,-0.04065,0.29041,0.41095,28
118518,4.293,113.953,-2.288,14.152,87.718,945.134,-752.500,3937.500,7542.500,24.742,-0.03839,0.29053,0.41083,28
118552,4.293,113.953,-2.288,8.784,93.818,955.016,1032.500,12722.500,4655.000,24.773,-0.03461,0.28998,0.41046,28
118576,4.293,113.953,-2.288,8.784,98.088,961.848,3850.000,9275.000,2660.000,24.742,-0.03217,0.29004,0.41125,28
118605,4.293,113.953,-2.288,1.830,102.114,956.846,-6247.500,12477.500,6650.000,24.766,-0.02924,0.29144,0.41022,28
118629,4.293,113.953,-2.288,1.098,105.408,962.580,-6387.500,13422.500,2100.000,24.750,-0.02747,0.29211,0.41016,28
118664,4.293,113.953,-2.288,-19.032,108.214,955.260,-9310.000,23835.000,3937.500,24.758,-0.01971,0.29486,0.40802,28
118688,4.293,113.953,-2.288,-32.086,99.064,966.240,-10570.000,37887.500,2275.000,24.742,-0.01379,0.29608,0.40778,28
118717,4.293,113.953,-2.288,-30.012,90.524,1001.864,-2152.500,24272.500,-7087.500,24.758,-0.00983,0.29645,0.40594,28
118741,4.293,113.953,-2.288,-39.894,80.520,1017.114,-3570.000,10867.500,1995.000,24.750,-0.00787,0.29694,0.40637,28
118770,4.293,113.953,-2.288,-43.676,73.566,1014.796,-7875.000,18602.500,1697.500,24.750,-0.00256,0.29895,0.40552,28
118794,4.293,113.953,-2.288,-48.190,71.858,1007.232,-11270.000,28682.500,822.500,24.801,0.00073,0.30072,0.40405,28
118828,4.293,113.953,-2.288,-45.872,70.760,1011.624,-3272.500,10115.000,1417.500,24.758,0.00415,0.30133,0.40234,28
118852,4.293,113.953,-2.288,-48.068,68.320,998.936,-1207.500,19250.000,-3902.500,24.801,0.00677,0.30157,0.40277,28
118881,4.293,113.953,-2.288,-49.044,69.418,993.690,2467.500,16537.500,-11147.500,24.809,0.00940,0.30121,0.40192,28
118905,4.293,113.953,-2.288,-66.734,72.834,983.564,3342.500,21910.000,-21577.500,24.750,0.01105,0.30139,0.40228,28
118939,4.293,113.953,-2.288,-102.602,81.008,979.904,3202.500,15680.000,-15155.000,24.734,0.01367,0.30115,0.40131,28
118963,4.293,113.953,-2.288,-142.008,87.230,976.854,2607.500,15662.500,-6685.000,24.773,0.01453,0.30042,0.40247,28
118992,4.291,113.953,-2.288,-161.040,97.234,997.350,9065.000,-16065.000,4305.000,24.750,0.00916,0.29871,0.40326,28
119016,4.291,113.953,-2.288,-158.478,90.524,991.616,2100.000,-37152.500,1505.000,24.750,0.00305,0.29889,0.40485,28
119050,4.291,113.953,-2.288,-128.344,91.256,1024.556,1015.000,-40302.500,7507.500,24.758,-0.00623,0.29852,0.40509,28
